ORIGIN_AIRPORT,AIRPORT,CITY,STATE,LATITUDE,LONGITUDE,CLUSTER,total_flights,avg_arrival_delay,avg_departure_delay,pct_delayed_15,cancellation_rate,avg_taxi_out,avg_distance,weather_delay_rate,airline_delay_rate,late_ac_delay_rate,system_delay_rate,PC1,PC2
ABE,Lehigh Valley International Airport,Allentown,PA,40.65236,-75.4404,1,2227,6.2496634,8.687023,17.198025,1.7150395778364116,13.422542,597.70636,1.2895024,30.784597,40.36324,27.56266,0.7622265210534671,0.19415005796136173
ABI,Abilene Regional Airport,Abilene,TX,32.41132,-99.6819,0,2231,3.2720754,5.747647,15.329449,4.164877629884071,9.188256,158.0,19.344448,34.05412,29.29049,17.125715,-0.6674210384933412,-0.4775499038179343
ABQ,Albuquerque International Sunport,Albuquerque,NM,35.04022,-106.60919,1,18918,4.768263,8.798552,17.295698,1.1046269278866194,11.980706,706.42487,4.4881005,29.843483,47.33577,18.192001,-0.05056971647896289,-0.017304187347295434
ABR,Aberdeen Regional Airport,Aberdeen,SD,45.44906,-98.42183,1,663,9.909502,10.101056,17.3454,1.1922503725782414,16.600302,257.0,3.9318204,50.79996,29.22723,15.769111,1.871615789305595,1.579499498761705
ABY,Southwest Georgia Regional Airport,Albany,GA,31.53552,-84.19447,1,866,7.58776,8.756351,17.321016,1.0273972602739725,12.086605,145.0,0.0,46.631107,42.02695,11.341943,0.2756037243909248,0.34228114072751537
ACT,Waco Regional Airport,Waco,TX,31.61129,-97.23052,0,1538,4.6586475,7.2613783,16.905071,4.528535980148883,8.962289,89.0,0.5530339,20.19617,69.78661,9.385924,-1.6443548319733134,-3.4382054354928906
ACV,Arcata Airport,Arcata/Eureka,CA,40.97812,-124.10862,0,1268,7.8414826,11.964511,22.397476,3.8636363636363633,12.160094,250.0,0.06721473,12.982782,61.728973,25.221031,1.127278920488511,-3.4198658171306286
ACY,Atlantic City International Airport,Atlantic City,NJ,39.45758,-74.57717,1,3527,8.734902,9.964843,21.661469,1.1198208286674132,11.554296,813.56335,3.2971904,23.513645,37.03092,36.10988,1.9573925171308255,-0.4253311138584958
AEX,Alexandria International Airport,Alexandria,LA,31.32737,-92.54856,1,3054,8.943353,9.129993,19.024231,2.733630006357279,12.882449,342.2266,5.432417,38.066895,36.316795,19.948473,1.3572639582410595,-0.24111446724872287
AGS,Augusta Regional Airport (Bush Field),Augusta,GA,33.36996,-81.9645,1,2345,8.452452,8.495096,19.402985,0.6353240152477764,16.431557,143.22815,0.038334202,38.01359,39.07301,22.875065,1.3397808066561103,0.49513859038536734
ALB,Albany International Airport,Albany,NY,42.74812,-73.80298,2,7322,-1.8672494,6.7156515,13.220431,1.581981498860437,13.636028,745.4089,6.002645,36.110325,37.339817,20.400806,-1.0961814557273473,1.733636020045718
ALO,Waterloo Regional Airport,Waterloo,IA,42.55708,-92.40034,0,581,1.1531842,5.554217,17.039587,5.6726094003241485,13.969019,234.0,7.175891,22.303446,39.0273,31.015963,-0.09813985097045916,-1.1371523582610372
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,35.21937,-101.70593,1,4074,6.416053,7.0837016,17.574865,3.179876601803512,11.718458,402.1539,4.5633698,28.705341,41.208805,25.358444,0.3558472704855038,-0.7961818553437299
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,61.17432,-149.99619,2,15818,-0.382286,3.3236187,11.834619,0.77475788815995,12.942976,1401.6705,3.0503144,42.363403,39.87028,14.695361,-1.5713273331799826,2.8576795262103536
APN,Alpena County Regional Airport,Alpena,MI,45.07807,-83.56029,0,546,1.7710623,4.9835167,13.553114,4.537521815008725,12.681318,198.0,3.6833603,12.229403,76.28433,7.5605817,-2.73179170005333,-3.061703352520133
ASE,Aspen-Pitkin County Airport,Aspen,CO,39.22316,-106.86885,1,3263,15.492492,17.39473,28.899786,7.748455923638406,15.246093,634.37146,7.3646507,22.59625,49.208023,20.207483,5.037357286416739,-3.835352830993676
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,1,343506,3.0467737,9.290225,15.811951,0.7372360423946764,17.403109,640.19385,9.769827,37.621708,32.79805,19.76884,0.6699333958394077,1.976932972502669
ATW,Appleton International Airport,Appleton,WI,44.25741,-88.51948,1,2759,5.6542225,5.58137,17.868793,2.914325842696629,15.471548,287.4846,5.5245132,20.999462,37.749786,35.72624,0.6752305984040098,-0.5224302519379902
AUS,Austin-Bergstrom International Airport,Austin,TX,30.19453,-97.66987,1,41392,5.0140367,10.111109,16.638481,1.3739986212470583,12.568467,824.11035,4.497604,27.387884,47.84917,20.199432,0.22923889873734513,-0.038183976117698325
AVL,Asheville Regional Airport,Asheville,NC,35.43619,-82.54181,1,2673,6.087542,9.178825,16.498316,2.2222222222222223,16.75795,284.3412,6.5227666,26.463118,39.1425,27.871613,0.9455662412001189,0.006382170511952189
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,PA,41.33815,-75.72427,1,1326,6.5060334,8.891402,17.19457,2.060338484179544,14.411011,548.7157,3.626943,39.28037,31.727114,25.365574,1.2506213940384918,0.9732069221772451
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,MI,42.23488,-85.55206,0,1743,0.7314974,3.4870913,16.465864,5.528455284552845,14.49455,144.16982,6.1530085,25.935204,40.304928,27.3945,-0.6149406206550021,-0.8708297914739205
BDL,Bradley International Airport,Windsor Locks,CT,41.93887,-72.68323,2,18375,0.75804085,7.5759454,15.270748,1.9256343422522475,13.884136,840.90656,5.587295,29.861637,41.242958,23.248564,-0.36775411814713305,0.908413856200766
BET,Bethel Airport,Bethel,AK,60.77978,-161.838,0,880,3.7431817,1.7965909,13.522727,1.7857142857142856,7.1272726,399.0,4.1080313,21.606255,61.7484,10.305614,-3.0664052012049363,-1.7188373001379944
BFL,Meadows Field,Bakersfield,CA,35.4336,-119.05677,1,2587,3.502126,5.8121376,14.920757,1.5927189988623434,15.261307,661.40936,2.233592,26.150318,45.58222,26.026817,-0.3790914170117156,0.486189804190398
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,33.56294,-86.75355,1,12282,4.506432,8.931607,16.577105,1.4463800543391403,13.77007,513.27246,3.9399962,30.979044,42.337738,22.603325,0.25661399405615937,0.28414004549859817
BIL,Billings Logan International Airport,Billings,MT,45.80766,-108.54286,2,2851,-2.3058577,1.4773763,10.066644,0.45359385903698535,12.802175,506.48264,2.3014314,28.301992,47.89784,21.498737,-3.0359929667167607,1.215359907313308
BIS,Bismarck Municipal Airport,Bismarck,ND,46.77411,-100.74672,1,3382,4.990538,6.8060317,16.824364,1.7376194613379672,15.9124775,520.8983,3.6155875,33.285618,37.69096,25.104273,0.5440665454207787,0.8255318730146718
BJI,Bemidji Regional Airport,Bemidji,MN,47.50942,-94.93372,2,664,1.0346385,5.433735,10.843373,0.4497751124437781,17.254519,199.0,2.8201573,52.011097,29.881338,15.28741,-0.8982926716520467,3.100338735227191
BLI,Bellingham International Airport,Bellingham,WA,48.79275,-122.53753,2,704,-1.4105114,-0.4190341,9.517045,0.42194092827004215,14.069602,1251.7798,3.6511626,49.372093,23.0,23.976746,-1.6934350586404499,4.440095637141875
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,IL,40.47799,-88.91595,1,2620,5.979389,6.6648855,18.091602,3.8095238095238098,12.903817,417.68436,4.2308116,32.686344,37.066673,26.01617,0.7011219542531565,-0.39533144731138287
BNA,Nashville International Airport,Nashville,TN,36.12448,-86.67818,1,46371,4.5735483,9.6909275,17.536823,2.2404371584699456,12.693407,659.2539,5.1780953,28.510984,46.297222,19.956953,0.3103164871646921,-0.3321546037140086
BOI,Boise Airport (Boise Air Terminal),Boise,ID,43.56444,-116.22278,1,11524,5.891704,8.600312,16.053453,0.8665808665808665,13.294429,633.23,2.1361165,34.47848,41.392002,21.898098,0.32811403258793087,0.6893276874760694
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,1,104804,4.2916493,9.497147,19.656693,2.4608936734447875,20.005505,979.5536,5.685177,27.68232,33.249622,33.21734,2.2155507252652544,1.322849406229523
BPT,Jack Brooks Regional Airport (Southeast Texas Regional),Beaumont/Port Arthur,TX,29.95083,-94.02069,1,905,16.154696,17.020994,24.972376,6.474820143884892,11.40884,270.0,1.191601,31.52231,46.703415,20.582678,4.061045119807649,-3.489525165256445
BQK,Brunswick Golden Isles Airport,Brunswick,GA,31.25903,-81.46631,1,869,4.844649,8.13809,16.57077,1.0250569476082005,14.895282,238.0,0.0,47.642067,35.359116,16.998816,0.4314641622306974,1.441888135017649
BQN,Rafael Hernández Airport,Aguadilla,PR,18.49486,-67.12944,0,1331,4.3756576,12.377912,19.158527,0.8190618019359642,11.616078,1358.012,0.3479352,9.690851,80.93201,9.029203,-0.6233153869746945,-2.0886141919635306
BRD,Brainerd Lakes Regional Airport,Brainerd,MN,46.39786,-94.13723,2,582,-1.2646048,-0.0652921,16.151203,1.1884550084889642,19.195877,114.13402,9.828067,23.373606,23.838291,42.14684,-0.5248609755325708,1.761662578107349
BRO,Brownsville/South Padre Island International Airport,Brownsville,TX,25.90683,-97.42586,0,2258,2.313552,4.8875113,13.064659,4.106689246401355,11.8959255,385.05936,6.0386577,27.407534,46.9721,19.581709,-1.3670574938605555,-0.6956061587130886
BRW,Wiley Post-Will Rogers Memorial Airport,Barrow,AK,71.28545,-156.766,0,822,1.919708,1.1861314,15.085158,3.1578947368421053,6.80292,525.85034,2.3997524,7.15281,82.7063,7.6327605,-3.9107661010239108,-3.672033195078387
BTM,Bert Mooney Airport,Butte,MT,45.9548,-112.49746,2,647,-6.0896444,0.6553323,6.4914994,2.848575712143928,13.194745,358.0,7.804419,34.626232,49.0362,8.533146,-4.247498196927893,1.2498106543764205
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,LA,30.53316,-91.14963,1,6983,11.203065,10.912358,21.48074,2.2746301981579684,12.995275,363.87384,2.1843958,45.86112,32.101852,19.852633,2.4639001077396316,0.14009070478719887
BTV,Burlington International Airport,Burlington,VT,44.473,-73.15031,1,2884,5.910541,9.493412,20.076283,2.988582941571525,16.777739,476.1179,1.7844465,18.535522,35.800163,43.87987,2.0648141550052523,-0.4649094758314421
BUF,Buffalo Niagara International Airport,Buffalo,NY,42.94052,-78.73217,2,16476,0.29527798,7.0880675,14.80942,1.8842130290061816,13.056567,606.0922,3.756269,25.203026,43.80553,27.20781,-0.7890988012825073,0.3038627389193474
BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,34.20062,-118.3585,0,18527,3.1429806,5.978842,13.990393,1.6676372491926519,12.003886,452.5937,3.9425147,18.58663,58.737213,18.686241,-1.665037322994122,-1.09948786053374
BWI,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,1,84329,7.2484317,13.255333,21.742224,1.780922176140522,14.300193,768.58704,5.7490935,37.61005,37.802715,18.566877,2.2662408112382626,0.3638330561813145
BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,45.7769,-111.15301,2,3557,1.7790272,5.903008,13.325836,1.0821309655937847,14.912286,671.8057,7.4468083,28.216537,40.251667,24.084988,-0.7691885043929333,1.1573468412519086
CAE,Columbia Metropolitan Airport,Columbia,SC,33.93884,-81.11954,1,5026,7.6979704,10.05949,18.364504,1.82488837119006,14.270195,459.233,1.6443408,38.39669,39.122227,20.83674,1.3032694736591508,0.33346360143825543
CAK,Akron-Canton Regional Airport,Akron,OH,40.91631,-81.44247,2,5974,-0.065282896,6.0249414,13.44158,1.639344262295082,13.331771,564.5264,5.9154825,28.226086,36.41816,29.44027,-0.872112766541036,1.0090840265709957
CDC,Cedar City Regional Airport,Cedar City,UT,37.70097,-113.09858,2,572,1.0017482,3.1625874,11.013986,0.17452006980802792,13.302447,221.0,2.379364,27.796307,59.372913,10.451412,-2.990143320959625,0.11934036592382523
CDV,Merle K. (Mudhole) Smith Airport,Cordova,AK,60.49183,-145.47765,0,652,-1.6073619,-3.268405,14.723927,1.3595166163141994,8.154908,186.58128,0.6597148,11.172589,70.10002,10.406469,-4.76534246912772,-2.2034560056431753
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,TN,35.03527,-85.20379,1,4125,5.725333,8.074424,17.575758,1.6658733936220846,14.7764845,273.26617,1.5156727,33.856472,42.492584,22.135271,0.4747082039009035,0.10946012504804
CHO,Charlottesville-Albemarle Airport,Charlottesville,VA,38.13864,-78.45286,1,2092,9.344169,12.526291,19.455067,4.537205081669692,13.627629,474.3657,0.92343324,31.619627,46.351135,21.105804,1.9284118838756399,-1.4120967062813643
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,32.89865,-80.04051,1,11548,3.8550398,8.394094,16.115345,1.9801980198019802,14.155438,547.81726,1.9245373,24.482048,38.084976,35.508442,0.5360475724932969,0.21669522019821014
CID,The Eastern Iowa Airport,Cedar Rapids,IA,41.88459,-91.71087,1,6588,8.7140255,9.756072,20.415907,3.278688524590164,14.341378,420.77277,6.674815,27.425531,43.61357,22.286085,1.5475688467278126,-1.114803781541814
CIU,Chippewa County International Airport,Sault Ste. Marie,MI,46.25075,-84.47239,1,596,8.671141,10.692953,14.7651005,2.6101141924959217,19.43792,284.0,6.5220304,45.332798,38.382214,9.495111,1.3627085589492145,1.126292934845933
CLD,McClellan-Palomar Airport,San Diego,CA,33.12723,-117.27873,0,628,5.240446,5.353503,14.33121,2.02808112324493,12.47293,86.0,6.943023,8.171272,56.738316,28.14739,-1.349464711255721,-2.1346905695395
CLE,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,1,33765,3.0371094,8.446083,16.570414,2.1220619272022896,14.03092,702.0523,2.614561,28.566742,37.44943,31.274244,0.5280744885684783,0.5784567983735597
CLL,Easterwood Airport,College Station,TX,30.58859,-96.36382,0,2200,2.804091,2.8422728,12.545455,4.716572912159238,9.243636,135.97728,9.046611,26.667324,38.888615,25.39745,-1.6184880199052707,-1.077215679248205
CLT,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,1,99052,5.8509974,8.380477,19.967289,1.077508871257127,19.646276,729.86163,4.017878,36.085598,27.997742,31.390375,2.2390716148840353,1.9597483620365312
CMH,Port Columbus International Airport,Columbus,OH,39.99799,-82.89188,1,23557,3.5875535,9.496795,17.502228,2.224335386778021,13.400687,682.7003,5.412351,29.437143,40.30938,24.794664,0.5566348441654586,0.19842358921760936
CMI,University of Illinois - Willard Airport,Champaign/Urbana,IL,40.03925,-88.27806,0,1994,4.2281847,7.50652,17.80341,5.52930056710775,12.51655,224.15196,20.346537,27.61596,25.833363,26.204142,0.8269663057719497,-0.8178824181177388
CMX,Houghton County Memorial Airport,Hancock,MI,47.16842,-88.48906,0,619,5.773829,6.5573506,14.054927,6.736526946107785,16.74475,359.18417,4.930484,32.59526,44.92791,17.314625,0.2908062414484604,-0.8230086958487294
COD,Yellowstone Regional Airport,Cody,WY,44.52019,-109.0238,1,651,8.298003,7.204301,21.966206,1.8045112781954888,17.812595,352.341,13.140145,31.688734,28.81589,25.730701,2.105982935712529,0.5026053089584581
COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,38.80581,-104.70025,1,6745,7.413936,9.205485,17.968866,1.6858014823426828,19.19481,563.5508,7.5225754,50.236298,20.626345,21.614786,2.3661031286108116,2.6182363977253926
COU,Columbia Regional Airport,Columbia,MO,38.81809,-92.21963,1,1241,11.746173,14.667204,21.112007,4.892966360856269,15.064465,402.77115,8.823897,41.73307,25.14915,24.29388,3.776377791207666,-0.2904090153510131
CPR,Natrona County International Airport,Casper,WY,42.90836,-106.46447,2,1744,-4.6513762,0.9696101,11.353211,1.6347237880496055,13.306192,271.95526,7.581103,17.72653,47.62929,26.787714,-3.1849336014115748,0.24033776396493992
CRP,Corpus Christi International Airport,Corpus Christi,TX,27.77036,-97.50122,0,4716,6.5884223,7.6643343,17.7905,3.0891980360065467,11.868109,242.65628,6.9613776,18.42781,55.40014,19.137054,-0.318092431164864,-2.1773803768886615
CRW,Yeager Airport,Charleston,WV,38.37315,-81.59319,1,2315,10.6539955,11.446652,22.332613,2.4737945492662474,14.188337,481.8501,7.3621564,23.545738,44.37037,24.721737,2.2303502831650626,-1.416878948145651
CSG,Columbus Metropolitan Airport,Columbus,GA,32.51633,-84.93886,0,1060,4.381132,5.574528,16.509434,0.6554307116104869,11.746226,83.0,0.0,25.00507,60.768604,14.226323,-1.5971077184146818,-1.2712481808516547
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,39.04614,-84.66217,1,19467,5.895413,9.318745,18.765089,2.5360690929059957,14.8470745,694.3114,4.088514,27.888506,37.759827,30.236387,1.401364578718272,0.10563572863454981
CWA,Central Wisconsin Airport,Mosinee,WI,44.77762,-89.66678,0,1361,4.263042,5.6759734,16.385012,3.943661971830986,12.348273,211.50551,3.5499036,18.177435,37.126328,41.146336,0.17412890139881368,-1.1637956510128957
DAB,Daytona Beach International Airport,Daytona Beach,FL,29.17992,-81.05806,2,1486,-0.5471063,5.31965,10.430686,0.2677376171352075,14.559219,366.16824,1.7246001,34.241802,40.755962,23.277634,-1.752514260338468,1.7314149583290448
DAL,Dallas Love Field,Dallas,TX,32.84711,-96.85177,1,58672,7.988427,11.935625,21.517931,1.4238094440442888,11.364586,672.5401,6.372538,33.774227,43.37141,16.419441,1.4741800658605686,-0.4804986191120398
DAY,James M. Cox Dayton International Airport,Dayton,OH,39.90238,-84.21938,1,8362,4.0405407,7.497369,17.567568,3.3540802213001384,15.261062,483.64804,3.1368911,20.648853,42.005566,34.135715,0.6400796962179723,-0.5733882602069047
DBQ,Dubuque Regional Airport,Dubuque,IA,42.40296,-90.70917,0,869,1.9067894,4.8550057,15.765247,6.25,12.177216,147.0,19.089687,12.003073,37.996925,30.910313,-0.5880965577266695,-2.101550349244996
DCA,Ronald Reagan Washington National Airport,Arlington,VA,38.85208,-77.03772,1,71579,3.1176603,7.9390326,17.626678,2.7468357861072716,18.776457,771.8788,6.450265,22.715178,40.699463,30.019066,0.9805548141858945,0.5373280919313566
DEN,Denver International Airport,Denver,CO,39.85841,-104.667,1,193402,7.187909,11.756844,21.611979,1.082859401698503,15.963796,876.49097,3.8295639,31.310316,42.43538,22.387787,2.0641299636603083,0.4093770192579798
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,1,232647,6.9189587,11.41489,20.921396,2.610717550751197,17.232546,787.4804,8.815803,36.78741,35.882893,18.317575,2.275304838959377,0.6951228937954361
DHN,Dothan Regional Airport,Dothan,AL,31.32134,-85.44963,1,1243,9.275946,7.762671,21.39984,1.3492063492063493,15.149638,170.0,0.0,33.520824,44.21412,22.265057,1.3301545454525079,-0.4977781133776043
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,46.79739,-102.80195,2,918,-4.611111,1.248366,10.130719,1.812366737739872,16.04793,483.50873,11.167979,27.07349,31.653543,22.165354,-2.455770002385733,2.0117998961753103
DLH,Duluth International Airport,Duluth,MN,46.84209,-92.19365,1,1666,10.02461,8.385354,20.348139,3.0250145433391507,17.828932,304.82053,2.896546,22.532532,43.253643,31.312958,1.99986246783307,-0.9805797762941504
DRO,Durango-La Plata County Airport,Durango,CO,37.15152,-107.75377,1,2019,6.108965,6.4091134,17.483902,2.127659574468085,14.631996,448.4403,14.124459,26.578825,34.69011,24.606606,0.5535621278596332,0.09354637031565347
DSM,Des Moines International Airport,Des Moines,IA,41.53493,-93.66068,1,8101,6.876929,10.274657,19.182817,3.041144901610018,13.419455,538.7288,5.407195,25.647146,42.943027,26.00263,1.2475495323218437,-0.8755407206231229
DTW,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,1,106992,3.5914087,9.092624,17.056416,1.1705069124423964,18.19749,704.5069,3.7202604,40.577953,29.904467,25.697083,1.3431270083981608,2.2293213123420017
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,44.86526,-91.48507,0,634,5.940063,8.828075,16.561514,4.940119760479042,14.509463,268.18454,5.175292,11.888863,53.68471,29.251131,0.310438856813421,-2.434394559237148
EGE,Eagle County Regional Airport,Eagle,CO,39.64257,-106.9177,1,1198,12.401503,15.855593,23.372288,2.9814665592264302,17.015024,1104.5977,9.595196,23.565214,48.445736,18.316246,3.5681849534443946,-1.0626540423996844
EKO,Elko Regional Airport,Elko,NV,40.82493,-115.7917,2,517,-3.2804642,-3.7717602,7.5435205,2.6365348399246704,12.733075,200.0,1.6546763,38.417263,39.028774,20.89928,-3.811139996937903,1.6228293357593218
ELM,Elmira/Corning Regional Airport,Elmira,NY,42.15991,-76.89144,1,2007,5.5590434,6.348281,17.787743,1.9502681618722575,16.549576,402.61734,2.5122364,40.65058,32.212933,24.624249,0.9743486382461075,1.2608682072393613
ELP,El Paso International Airport,El Paso,TX,31.80667,-106.37781,1,11806,4.9989834,7.7301373,15.669998,1.1025726695623121,12.928765,637.06415,4.420242,28.990927,50.542408,15.956815,-0.4990257992947273,-0.03091274869513407
ERI,Erie International Airport,Erie,PA,42.08202,-80.17622,1,708,8.824859,7.9194913,18.220339,4.825737265415549,15.364407,365.61017,7.294676,27.445316,27.393726,37.866283,2.141909820602813,-0.47999662574634416
ESC,Delta County Airport,Escanaba,MI,45.72267,-87.09373,2,554,2.3592057,7.2563176,9.205776,2.966841186736475,13.915162,306.0,10.173656,39.171036,42.77523,7.306684,-1.5437594636422534,0.7736462382312095
EUG,Eugene Airport (Mahlon Sweet Field),Eugene,OR,44.12326,-123.21869,1,3558,3.520236,7.183249,15.4300165,1.8447136563876654,14.005902,616.5846,0.4186723,22.894104,45.40714,31.154734,-0.1318346372760056,-0.0061481818614457
EVV,Evansville Regional Airport,Evansville,IN,38.03799,-87.53063,1,3707,6.316428,7.5880766,19.395739,3.1298904538341157,15.893985,345.59967,3.5056715,25.673944,36.666794,34.15359,1.412098457852506,-0.3808557487546074
EWN,Coastal Carolina Regional Airport (Craven County Regional),New Bern,NC,35.07297,-77.04294,2,565,5.5309734,5.3309736,13.982301,1.391304347826087,11.269027,433.0,0.0,41.57161,45.717907,12.710484,-1.007258132802686,0.5068782855966539
EWR,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,1,98341,4.4857283,13.550818,20.900743,3.0558503321149235,20.177708,1096.0089,4.3402925,35.428577,39.18748,20.916092,2.7219865043081946,1.207253547122731
EYW,Key West International Airport,Key West,FL,24.55611,-81.75956,2,1940,2.79433,6.735567,12.525773,0.963000506842372,9.864948,502.61133,7.807614,30.917755,52.01767,8.939296,-1.978613811178364,-0.10053003270171514
FAI,Fairbanks International Airport,Fairbanks,AK,64.81368,-147.85967,2,2169,0.7063163,3.374366,12.678654,0.45808520384791573,13.842323,1239.2328,2.7648752,38.276928,43.85645,14.869497,-1.4881572555961737,2.345735088911815
FAR,Hector International Airport,Fargo,ND,46.91935,-96.81499,1,5566,4.4141216,7.0240746,17.84046,1.949762866678377,16.57887,512.84045,3.4887388,21.515392,42.596573,32.295628,0.6151557101096661,-0.018479484700446032
FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619,-119.71814,1,6924,8.829433,10.014442,19.280762,0.9546879452835565,15.669555,519.6033,2.9267979,42.153393,30.674557,24.237745,2.0553842844832,1.2441441761520424
FAY,Fayetteville Regional Airport,Fayetteville,NC,34.99147,-78.88,1,1612,6.367866,9.601737,15.818858,0.9185548071034906,12.99938,331.0,3.149404,38.291203,49.213936,9.345458,-0.19005845736104318,0.08289142132707064
FCA,Glacier Park International Airport,Kalispell,MT,48.3114,-114.25507,2,1996,-2.3517034,1.4448898,10.871743,0.9382716049382716,15.772044,733.2756,1.7368221,32.066742,45.627605,20.568829,-2.3764730380261674,1.9466215761233931
FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,35.13845,-111.67122,0,1610,5.6080747,4.045963,14.534162,3.0120481927710845,17.089441,119.0,7.249823,22.578571,50.768044,19.35857,-0.7293767561816594,-0.7837268518668167
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,26.07258,-80.15275,1,72580,3.611036,10.616506,18.281897,1.0784526784744106,15.152673,1051.8492,2.8651145,31.36405,36.88076,28.663074,1.3107839157805896,1.3119902021955532
FNT,Bishop International Airport,Flint,MI,42.9655,-83.74346,2,4629,-1.8960899,4.353424,12.140851,2.296670880741677,12.31173,576.466,8.98141,19.022453,41.35526,30.595272,-1.819680293409547,0.26945489584955507
FSD,Sioux Falls Regional Airport,Sioux Falls,SD,43.58135,-96.7417,1,5157,9.265077,9.442311,21.349623,2.8887638341774524,16.62168,450.75024,5.2721267,26.524532,38.781937,29.399294,2.248417167620762,-0.5937088974838196
FSM,Fort Smith Regional Airport,Fort Smith,AR,35.33659,-94.36744,1,1910,6.858639,6.8099475,17.329844,2.9426686960933535,11.981675,349.92355,3.110708,35.17584,46.183567,15.439205,-0.007146156538070731,-0.6651868777054212
FWA,Fort Wayne International Airport,Fort Wayne,IN,40.97847,-85.19515,1,5079,7.2317386,9.469187,17.720024,3.250332636380916,15.732625,330.65405,6.7091613,38.289,32.717587,22.066597,1.514641989542636,0.35965425130719636
GCC,Gillette-Campbell County Airport,Gillette,WY,44.3489,-105.53936,2,982,-5.070265,1.4338086,9.674134,1.103309929789368,13.779022,344.42465,0.72666293,16.73188,60.90926,21.35271,-3.9168584663595793,0.030351269641465957
GCK,Garden City Regional Airport,Garden City,KS,37.92752,-100.72441,1,637,5.8053374,6.0502353,18.838305,3.770739064856712,11.062795,404.0,10.845461,43.16239,22.476322,23.515823,0.9863651194338642,0.5136917640390988
GEG,Spokane International Airport,Spokane,WA,47.61986,-117.53384,2,9440,2.7943857,4.9344277,13.230932,0.5155181483429774,13.923941,603.4061,3.3174593,39.02406,42.23267,15.403549,-1.1186910762124131,1.5447925236087214
GFK,Grand Forks International Airport,Grand Forks,ND,47.94926,-97.17611,2,714,4.4159665,3.037815,17.086834,0.41841004184100417,18.182074,284.0,5.5605516,22.227219,48.396282,23.815948,-0.5517015841039343,0.25803641188444987
GGG,East Texas Regional Airport,Longview,TX,32.38486,-94.71171,0,613,9.264274,8.145187,19.575857,4.354587869362364,9.230017,140.0,3.7847354,30.215014,45.40425,20.445114,0.6514435095888637,-2.216088583570697
GJT,Grand Junction Regional Airport (Walker Field),Grand Junction,CO,39.12241,-108.52673,2,3122,1.2001922,2.5592568,11.434978,1.2268008807801196,14.7713,492.54034,5.963249,34.07016,38.60767,21.323957,-1.6124278792954443,1.5630330996638448
GNV,Gainesville Regional Airport,Gainesville,FL,29.69006,-82.27178,1,2635,8.164706,8.609867,18.519924,1.4535967200894522,13.308538,298.70438,1.9084318,37.743862,46.34546,14.002246,0.5513065322421774,-0.2493684325922017
GPT,Gulfport-Biloxi International Airport,Gulfport-Biloxi,MS,30.40728,-89.07009,2,3514,1.542971,4.572567,13.488901,2.1081830790568654,12.580251,397.84406,3.8555272,27.610449,45.104042,23.398737,-1.404617882645706,0.09279710886977373
GRB,Green Bay-Austin Straubel International Airport,Green Bay,WI,44.48507,-88.12959,0,4720,3.8262713,4.4836864,16.059322,3.0936283548453183,13.444915,256.70276,3.7884128,17.150501,46.8772,32.183884,-0.6001246151346986,-1.1807673047096618
GRI,Central Nebraska Regional Airport,Grand Island,NE,40.96747,-98.30861,2,607,0.7018122,4.782537,15.321252,3.627760252365931,12.02636,561.0,5.686104,46.83783,27.284595,20.191471,-0.3595666915162951,1.5030845689069834
GRK,Killeen-Fort Hood Regional Airport,Killeen,TX,31.0649,-97.8278,0,3869,5.8340654,6.240372,16.205738,3.8680882717579967,12.184544,241.47377,3.6695902,36.1441,45.635937,14.550376,-0.31098812693703837,-0.7590542772152905
